order_id,product_id,add_to_cart_order,reordered
614770,31268,1,1
1572139,19938,5,1
1855033,24184,16,0
114309,20564,14,0
343485,31933,20,0
3367172,14947,5,1
905865,31215,1,1
1546802,39275,6,1
3125052,41540,3,0
1221004,46900,3,0
2504445,20842,4,1
1409253,24852,1,1
991772,44085,19,0
139320,21137,25,1
586497,1313,4,1
551046,45,6,0
2880744,43073,5,1
332084,43638,11,0
1763074,45723,1,1
3048832,16617,10,1
926869,47209,7,1
2037521,21903,3,1
1516617,18523,19,1
1731430,16759,13,0
3032311,33493,1,0
3410496,7628,1,0
3414214,7963,3,1
2199033,14097,6,0
2906880,8424,12,1
1024277,2309,11,0
1498859,40706,18,0
1091347,28156,27,1
414029,16797,17,1
1989664,37646,1,1
1521227,36167,10,0
3196061,38739,13,1
2410485,2086,5,1
69182,33129,7,0
359942,32828,14,0
3411798,22935,12,0
357882,34358,1,1
1249817,14999,2,1
965870,24852,5,1
659268,35830,1,1
476247,24852,8,1
522396,46667,1,1
1052714,21137,26,1
2936470,24024,3,1
2298080,36406,1,1
1238015,21174,21,0
63586,48679,16,0
1172424,47766,9,1
1176884,22713,7,1
34163,2250,2,1
2805948,26348,2,1
1884219,39190,4,0
650147,20468,15,1
2825121,21903,1,1
3019237,24964,7,1
2476007,38777,4,0
2961194,40386,4,0
2779437,24838,8,1
1176861,6974,10,1
147658,43662,2,1
3156699,44949,7,1
1858627,24830,11,1
1332924,4447,3,1
2428914,34824,28,1
310520,40706,17,1
864802,21137,4,1
415554,44632,5,1
2313657,26209,11,0
2798028,9819,13,1
493190,30561,10,1
308327,7978,7,0
144193,14444,19,0
769669,10017,7,1
1106114,6750,16,1
3358415,24658,3,0
733072,39408,3,1
568908,24852,3,0
713073,40123,11,0
2555851,49236,20,1
426262,6567,7,1
3400506,30675,13,0
3369424,38988,9,0
2761981,30440,1,1
2135040,10768,3,0
2360909,12341,3,1
213817,1540,8,0
1044651,23537,5,0
372193,47209,2,1
2530803,44267,2,0
2188005,17948,10,1
1682682,1485,14,1
1278498,39216,12,1
1651462,30489,5,1
1588323,39180,4,1
3029879,43908,5,1
447319,17233,1,0
2517538,41420,2,0
1676905,45619,10,0
1840937,17341,16,1
3275606,13176,4,1
2109995,280,2,0
1604594,24852,1,1
1221004,9689,8,0
2413551,14114,3,1
259284,30639,10,1
1090427,12060,21,1
2439875,12496,12,1
2053562,5240,17,1
1739738,26172,17,0
3168961,21927,13,0
839147,12312,3,0
356352,26604,3,0
3048657,13176,1,1
1026077,37940,4,1
1801142,4605,7,0
2932939,38531,10,1
764518,8012,5,1
1702465,38644,31,0
2342655,28199,4,0
1806738,16900,6,1
70932,35951,1,1
1052714,22275,2,0
59628,26040,3,1
922297,18583,1,0
167185,7299,22,0
2517025,24852,8,1
1450099,39276,1,1
2229373,34492,21,0
2542094,18625,13,1
2158709,6489,19,1
2469848,24964,5,1
2376926,44201,24,1
1434437,6849,6,1
3275606,33080,9,1
1047497,26620,13,1
147343,45445,14,0
1705842,12748,8,0
3367254,8501,7,1
999822,17207,5,1
3246286,11777,9,1
1602552,24117,6,0
947646,47734,14,1
2798028,23888,1,1
1210519,45918,8,0
500705,12379,3,0
1238015,49075,1,1
2993458,49007,6,1
1045353,47766,2,1
491724,47792,3,1
445115,35887,8,1
73647,274,8,1
1329074,24857,6,0
2766533,45007,5,1
738520,43379,10,1
2841323,33198,17,0
2815235,1263,3,1
360319,43187,1,0
1969105,27020,9,1
828533,47717,3,0
2191145,15650,9,1
104688,45061,18,0
1716383,32950,4,0
2811757,16868,6,0
1769145,6719,21,0
3171407,35070,8,1
683065,20632,12,1
3385060,37317,5,0
1083906,36699,25,0
1822335,46138,6,0
2323080,35528,5,0
409481,15359,13,0
2309126,17871,3,0
937452,30233,14,1
2683081,12692,1,0
1822335,33731,7,1
1176861,43209,6,1
672927,16281,1,1
462204,48821,3,1
1739738,19003,22,0
879635,31801,4,1
449989,13997,13,1
2517025,26882,7,0
512157,40373,8,0
2689668,28577,8,1
3407187,9762,9,1
56384,31717,11,1
197549,18434,7,0
2929106,25630,18,0
63586,39275,14,1
148866,22935,21,1
1521227,33232,3,1
2825748,40189,1,1
1229133,13176,10,1
772797,47388,6,0
1395632,30450,8,1
2825353,34446,20,1
1858384,11777,4,1
2544353,12455,15,1
2282529,42796,24,1
166425,27841,6,1
1290822,19128,5,0
3044039,45920,1,0
522660,33656,1,0
2600858,41674,11,1
2825121,18027,14,0
120566,47815,3,1
1795261,11801,1,1
1935957,14470,4,0
359852,39381,4,1
2902983,12442,13,0
3140442,43961,13,1
3379405,42768,5,0
2689668,41950,11,0
493190,45066,8,1
568908,41909,21,1
1752226,35628,11,1
2130140,21616,10,0
2530803,3990,23,1
2278915,46346,11,0
3323641,35321,3,1
1483567,18465,12,0
1278498,40604,14,0
819802,47209,4,1
1885962,48205,3,1
2319083,12312,12,1
3315383,2770,5,1
140839,42580,1,1
1121318,45007,21,1
819802,31444,8,1
1781194,13176,11,1
607499,7762,17,0
309543,47766,1,1
2360909,907,7,1
1892383,36214,2,1
772584,34320,7,1
2445119,15592,12,0
1307787,47946,4,0
759988,49131,21,0
777036,24841,20,1
1708367,46654,8,1
755452,27845,1,1
1327473,25499,2,1
3029205,36036,3,1
2461427,27000,4,0
2085383,11440,8,0
2316788,1468,11,0
994829,8057,5,1
751704,35378,1,0
1332924,10749,6,0
3380494,48442,1,0
2671607,49605,10,1
1087344,39427,15,1
1176861,44142,7,1
2199407,11574,8,1
148866,37646,18,0
629227,26209,7,1
795216,31964,6,1
1651271,40332,8,0
2671730,20114,4,1
1689000,30489,11,1
1279771,19677,7,1
1308278,7644,7,1
1703282,32700,3,1
3178992,38273,7,0
1651462,47766,3,1
1846047,31268,5,0
759087,24320,14,0
2857450,11577,3,0
2382288,27966,12,1
2185930,43693,2,1
2734430,16387,9,0
1339862,48476,17,0
1052714,37311,7,1
2975261,27710,4,0
1621444,40760,1,0
543175,42265,7,0
33331,19691,2,1
3415417,47357,11,1
1082064,29487,1,1
2253870,6615,9,0
3272670,13829,24,0
425196,36640,9,0
2785172,248,7,0
2777419,14126,1,1
713135,25588,8,1
1759819,10385,1,1
1131189,24852,4,1
47552,28413,11,1
1151977,29487,11,1
1414318,25588,3,1
3019237,17794,5,1
1252827,13629,31,0
3351503,12016,6,0
1083906,47209,19,1
2498920,8309,3,0
221481,12872,9,0
410902,16759,3,0
2793915,11136,12,0
978700,5080,1,1
1319390,481,12,0
1650972,16797,2,1
1536955,27966,6,1
2531749,33055,4,1
1081316,22959,3,1
305867,15643,6,0
1711653,46676,10,1
1587280,35784,3,1
1953378,21497,11,0
2037521,16704,4,1
1648905,21137,7,1
1857438,15335,10,0
1231050,25495,4,1
672927,36068,6,1
657357,3245,3,1
1175871,4853,8,0
2303859,14129,9,0
2207639,37710,5,1
2512776,43760,8,1
1873651,17794,50,0
1052714,22105,14,1
3390842,42778,4,1
834642,19348,6,0
1727430,22935,15,1
3029225,13176,3,1
2508780,15541,3,1
2229373,46100,20,0
1651271,19578,3,1
3126243,35199,2,1
32916,28930,3,1
1553517,47229,3,0
1017916,11494,5,1
467797,24852,1,1
757837,16293,2,0
2259301,641,8,1
2949376,44911,3,0
1498305,21241,22,0
1980091,16823,1,1
211750,4562,19,0
73939,4377,5,1
512157,25640,1,1
259284,42110,11,1
522396,18288,5,1
3156699,26648,16,0
2229411,24852,4,1
879214,4913,5,0
651025,40233,2,0
141549,21137,6,1
2480876,6020,9,0
1375389,29418,8,0
58438,33231,4,1
1455635,27156,5,1
3415641,29328,14,0
2397451,7303,5,1
3363387,7175,19,1
56384,24852,2,1
1599092,29804,7,0
1657563,48642,13,0
2876345,8952,8,0
1022964,28968,11,1
221481,26209,14,1
68219,10199,8,0
783505,42460,5,1
425196,31477,1,1
965870,10749,12,1
1602552,36159,1,1
2932939,17678,18,1
2752619,31529,2,0
1089265,24024,1,1
2439875,28985,5,1
1840937,16797,21,1
2868611,10292,8,0
3409559,47626,5,0
2866821,3957,4,1
1917563,14218,15,0
1708367,17807,3,1
2259301,27105,14,1
1156256,17948,27,0
3130206,20512,11,1
2292077,9327,3,0
2205439,23537,3,0
3178485,17923,6,1
2599300,44471,8,1
3159335,10752,4,1
3017970,15604,3,1
1683669,33232,14,0
2181668,26209,2,1
2562608,47209,8,1
1208538,43891,3,0
2312946,39275,2,0
1045353,24852,14,1
2826735,3339,12,0
1607018,4932,2,0
1295441,5077,4,1
415554,41658,8,1
2602164,27363,15,1
478112,47766,11,1
1961020,18027,6,0
1884842,27344,3,1
2766627,48364,3,0
572658,46041,13,0
1731430,48745,8,0
109143,12464,12,0
1264286,46572,5,1
2485732,19006,22,0
2127202,12312,6,0
779191,27104,4,0
542414,18880,8,0
2429837,38689,1,1
1011691,27179,7,1
1752226,32700,10,0
1133069,8506,6,0
2200793,18059,8,1
3037228,35504,7,1
122891,11012,11,0
262634,24764,2,1
48038,4843,4,0
2018728,30450,2,0
1360843,35132,21,0
2795874,26861,8,1
1465989,10070,11,1
409481,44546,14,0
1117104,4605,5,1
1326299,27086,3,1
2152455,42701,2,1
1077625,39877,14,1
1889679,24631,23,1
56384,40216,15,1
1828527,17948,14,1
522660,2663,11,0
832587,9076,20,1
1091897,23592,9,1
1091897,10385,8,1
1052714,2228,25,1
3082039,30237,8,1
568908,34969,25,1
1781194,46802,9,0
882997,41950,10,1
2784427,24184,3,1
2474227,13176,2,1
1386193,9839,1,1
1369416,6245,3,1
1395773,21137,2,1
464218,26757,8,1
2932939,2305,2,1
2131946,32428,3,0
2795155,45007,1,0
401748,23645,11,0
3071827,5514,13,0
1607229,27028,2,1
142429,17594,9,1
180808,13642,11,1
398692,46352,2,1
2199033,31706,17,0
1064200,27696,13,0
125527,41220,27,1
1231050,41933,5,1
1369853,6473,9,1
1045353,18479,8,0
3351503,30290,5,0
2779437,21137,5,1
2410485,39275,4,1
1831045,30340,2,1
1465229,45453,15,1
210336,16132,2,1
1572139,49226,2,1
2193503,39475,3,1
785213,40377,1,0
3322557,18439,2,1
3089685,4605,8,1
759988,13176,3,1
103513,33572,1,0
2034115,46667,9,1
2424254,8518,9,1
1711527,4920,2,1
145541,12341,4,1
2127202,11090,4,1
2050816,27845,19,0
2825121,47672,26,1
1602552,20014,3,0
772797,25949,3,0
1516617,25101,16,0
1941179,34898,16,1
1654776,12916,2,0
1873081,12341,2,1
1568394,47141,2,1
556236,45064,6,1
2975449,27966,3,0
404164,48857,2,1
2077812,38777,1,1
2461427,6292,6,0
3333096,34927,2,1
1191492,22115,3,1
1776897,19348,7,1
386673,36961,15,1
33427,13176,3,0
1439711,22935,7,0
683065,8516,5,0
2259301,27642,11,0
1755771,35372,6,1
310846,24852,1,1
478327,45495,9,1
966099,45445,1,1
2502010,47766,2,1
3406316,44091,4,0
2053562,42803,11,1
500705,27400,13,0
328745,43122,7,0
2016405,38218,7,1
651025,10132,5,1
1627476,22882,4,1
1091347,557,22,1
218966,13424,1,1
1730526,10895,6,1
652209,21903,16,0
1278498,36315,1,1
947646,45007,15,1
992989,47630,7,1
699269,34146,29,0
3333096,35108,7,1
1963154,42265,12,0
1573551,35333,7,0
2421891,1818,3,1
525318,36449,11,1
2792577,34234,1,1
1855033,40706,8,1
974903,651,3,1
650147,2350,16,0
318770,43875,5,1
2163140,39922,1,1
3373457,26604,3,0
2050816,34745,3,0
2464931,11543,35,0
1963154,34969,1,1
1702465,44014,29,0
1386193,21137,3,1
2636642,14197,5,1
2164338,4920,13,1
2868611,41376,20,0
1931693,13083,7,0
1769145,43867,12,0
916795,18610,10,0
415554,26369,13,1
1673065,27336,7,0
2457821,37096,11,0
1515808,33716,5,1
386032,22571,4,1
2457821,24864,17,0
995368,47766,3,1
2469848,22935,7,1
2864229,21782,1,1
2902944,40427,2,1
2485732,14651,10,1
2041951,45007,21,0
1568394,5035,1,0
2380346,12565,2,1
1627476,20082,9,1
2329036,10145,6,1
777036,3990,8,0
372017,4210,5,1
772549,26348,4,1
2563762,43961,10,1
2734430,41621,7,1
3419158,31717,5,1
1498305,4920,16,0
1789088,21137,10,1
2554464,10957,7,1
1705842,28990,4,0
2253870,8193,8,0
793263,13176,3,0
2895034,21253,2,0
1818714,26604,1,1
400576,36735,3,1
963835,47652,8,0
1250013,3999,6,1
1661890,13176,3,1
2259301,42440,10,0
1124874,26002,4,0
2033904,45603,8,1
1964718,43713,13,1
1227989,35108,1,1
1040679,27323,5,1
974903,16797,1,1
1024277,38490,1,0
40247,35249,4,0
1107154,7131,2,0
819802,27966,3,1
1322202,15576,12,0
3063030,42423,1,0
1173240,1000,20,0
1504514,17044,14,0
409481,45,3,1
2427011,37357,9,0
1058493,28198,3,0
442153,6867,9,1
259284,42828,8,1
68408,36746,11,0
1227989,24852,5,1
1831838,32505,6,1
2248112,34978,3,0
1109826,49093,10,1
629867,48015,1,1
1568394,43394,4,1
415554,40469,28,1
1022964,9477,17,1
555343,38453,3,1
332084,23175,2,1
2382288,46479,17,0
2363164,12872,2,0
386673,39558,2,0
3375524,28993,7,0
2989234,43262,10,0
926869,16384,15,1
56384,39812,16,0
2316788,9076,13,1
143782,15984,5,1
2642472,21267,10,0
231475,8710,13,0
107974,2078,1,1
2084838,25311,14,0
1106114,33000,5,1
1903418,4210,1,1
963835,30489,6,1
359942,39561,10,0
1279771,30471,4,1
24778,37720,21,1
3106064,46106,17,1
2282529,34977,22,1
732000,46616,7,1
1326080,25230,7,1
2181668,20574,6,1
3170244,22491,7,0
2567955,39275,14,0
1362942,24852,3,1
2982082,17469,1,1
1946763,16349,5,1
2812591,41068,4,0
3140263,13502,11,1
2130140,34969,9,0
332084,44632,1,1
1274319,23888,2,1
1061532,46595,1,0
879214,3990,7,0
2857450,36434,2,0
626215,5646,7,0
2895034,21903,4,1
374148,43183,38,0
2485732,22963,4,1
3322409,43352,11,1
2982082,36076,3,0
1375389,17583,5,1
3156699,38266,4,1
1412551,30489,6,1
1134630,42913,3,1
188303,4796,2,0
2600858,13914,17,0
2294595,25659,1,0
699269,48183,32,1
3032311,20119,9,1
1379909,42617,2,1
757837,14992,16,1
1474388,24852,3,1
1940934,43165,6,0
2733134,22451,15,0
1310901,8048,4,1
1776897,29487,5,1
2989234,9678,1,0
2895034,22831,19,0
890832,10132,4,1
159485,31040,5,1
357882,21137,13,1
1641265,27370,3,0
1240216,21137,6,1
141737,14032,1,1
2790111,10500,9,1
385508,24964,2,1
2167266,17419,11,1
1943542,44319,11,1
2815235,46941,4,0
2806039,34234,1,1
522396,4462,6,1
2560500,18362,23,1
1867422,48825,8,0
3414109,16363,4,0
3132860,22452,2,0
1294036,47626,4,1
770584,33454,2,1
1083906,6985,24,1
1227989,11325,11,1
2659697,30406,17,0
1557429,22144,12,1
492086,24184,8,0
1661890,23892,18,0
1604594,44560,13,1
493190,26165,9,1
3418597,35507,4,0
1379909,17758,24,1
921950,5646,3,1
1912642,46058,6,1
3279660,5514,2,1
409481,33884,8,0
1983294,28985,12,0
1172424,40124,8,0
2461427,28842,18,1
2250721,10673,2,1
46409,14966,10,1
2824989,14344,13,0
713135,46906,11,1
1594427,17983,1,0
2119883,32717,4,0
74625,44156,7,0
819802,48679,9,1
3317683,5212,4,1
2521485,27344,6,1
2928528,21077,7,0
874923,38618,4,0
2889454,11488,10,1
2616549,21903,2,0
1091897,18503,16,1
1334784,35989,9,1
436969,16759,17,1
3367254,13179,17,0
3278532,260,16,0
70932,46906,20,0
22901,43875,6,1
2993458,47877,1,1
2615518,30450,6,0
1524113,13525,7,0
529777,35184,1,1
684121,4565,10,0
1246420,43295,6,0
2378374,46906,19,0
700878,48775,4,0
2120886,40593,11,0
2048259,11182,2,1
3130853,47766,6,0
2815235,38563,1,0
328745,35168,5,1
1862614,26309,4,0
130722,45007,16,0
1934715,33198,2,1
359942,9177,7,0
1859270,35561,2,0
813117,26298,3,0
1969105,15984,2,1
2965401,2452,17,0
1465254,39059,5,1
2690791,46906,3,1
586497,31420,12,1
720694,436,6,0
995278,23621,9,0
907573,42342,3,0
926991,27966,1,1
497500,12756,15,0
39845,15794,4,1
486501,45066,1,1
532393,12576,5,1
1376096,28204,7,1
3415417,23819,6,0
180808,24852,2,1
1165962,26209,11,0
1896008,7485,5,1
1249817,22920,7,1
1940934,3952,4,0
3093586,23737,2,0
2164563,13176,1,1
1233999,23622,14,1
2478624,44167,6,0
210336,26649,5,1
857255,19678,17,1
2282529,34551,33,1
153033,39275,4,0
1737531,7628,26,0
2424254,24964,10,0
772763,4605,12,0
1013005,4920,10,1
2316788,37642,7,0
612632,4778,1,1
476247,30489,3,0
1018207,33055,3,0
357882,2295,18,1
1826981,13012,9,1
787925,9515,11,1
3048657,3583,8,1
1790126,30406,8,0
779191,28199,21,0
1412551,5077,20,0
2906880,44142,15,1
1651271,4317,25,1
3228592,6184,9,1
3419829,13176,3,1
2766533,24654,2,1
1231050,34286,21,0
3419158,46572,6,1
551046,21417,9,1
1858384,27573,17,0
3167642,27171,11,1
699269,27395,5,1
1676905,34229,6,1
3086475,15011,7,1
2016405,44413,17,0
882983,8424,4,0
464087,39275,6,1
1961020,18598,3,0
688175,31275,7,0
556236,13617,1,1
879116,47766,1,1
783505,8859,9,1
1884842,4920,13,0
3207271,5785,1,1
1788324,44629,10,0
1395632,10441,5,1
449733,33827,1,1
1536955,13176,10,1
479124,18023,6,1
1070297,21573,6,0
386032,13351,9,0
1447765,47537,10,1
1521227,3952,5,1
1077081,7361,6,1
2905646,34160,4,1
410902,47766,14,0
374148,2922,42,1
410902,8903,24,0
155267,40706,11,1
813117,24009,6,1
509825,26209,8,1
423042,47059,6,0
2062543,32734,3,1
947519,150,1,0
867610,365,13,1
478112,13629,14,0
1231050,15937,16,0
1673670,42265,13,1
2014989,33791,4,1
1769145,33129,2,0
963835,31772,9,0
2019002,24852,3,1
2734430,46853,14,0
2009922,26246,10,1
1208538,34557,5,0
2368144,22935,6,1
1308278,2015,8,1
2316788,38739,8,0
2135040,10621,6,0
1785631,48717,5,1
1676253,49156,1,1
1476041,47366,15,1
2399369,43920,22,0
1667163,36780,2,1
2007056,21616,3,1
55278,7010,12,0
2929106,33120,4,1
2793915,42736,18,0
1949159,1540,23,0
1592008,43100,12,0
879116,19660,3,1
3030462,41297,13,0
3106064,11520,22,1
1465989,46103,1,1
976063,6948,1,1
2158709,25346,17,1
2660000,1940,2,1
1060550,20246,11,1
1371837,7821,14,0
2659697,47766,23,1
211750,9385,15,1
882714,36962,2,1
2825121,45123,28,0
1790126,24852,2,0
3384204,21709,9,1
2430243,12464,10,1
500678,40788,1,1
3415417,24049,4,0
3347608,47766,4,0
757591,34448,7,0
237808,16953,2,1
2779437,23650,11,1
3364168,5618,6,0
2615970,37552,17,0
2025409,7559,19,1
1580135,8638,5,1
899039,44500,4,0
2179555,24838,4,1
2876345,9076,2,0
2567955,43255,2,0
485099,10132,8,1
310520,17835,35,0
1591185,48679,3,1
1645226,23543,3,1
543973,37611,6,0
2905646,35628,12,1
1371837,46820,3,1
3279181,23263,5,0
3419634,5670,4,0
525318,43314,13,0
1759819,28803,4,1
1356160,13176,1,1
374148,30170,9,1
51913,13176,3,1
1949159,14129,17,1
772549,859,8,1
2512776,49075,16,1
3363387,20574,26,1
3039231,10070,6,1
1271003,47766,1,1
1214991,429,3,1
3086719,12144,3,1
683065,12980,13,1
2368746,21872,4,0
2473729,5649,16,0
628385,44795,3,1
399528,7054,5,0
1434437,42929,5,1
1249817,9743,25,1
2920031,18531,1,0
58438,32237,9,1
2393611,4097,6,1
1573551,33120,1,0
421936,23233,3,0
2383849,12089,1,1
2375492,343,9,0
1050041,47672,3,1
386673,28597,6,1
1917563,21293,4,1
1755771,4591,5,1
2659697,22275,19,0
2835751,41699,28,0
336423,42240,27,1
1889679,605,18,0
906163,6361,17,0
2906880,10032,10,1
1409734,38739,11,1
292489,21903,2,1
3121412,10957,1,0
2224522,37022,3,1
1752226,39303,15,0
2229373,9076,19,0
2232755,25544,2,1
1319390,39475,9,0
2825121,35939,10,0
2133560,19348,4,1
1052714,36884,3,0
1297684,45104,1,1
29486,21108,2,0
2298080,15290,7,0
903107,11286,15,0
1175871,26209,12,0
1172424,38164,24,0
2701129,9623,6,1
1676905,3765,1,1
947646,24184,18,1
572658,14159,12,0
338988,18418,12,1
2033904,12576,15,0
864802,30391,13,0
3323559,31609,4,0
1270865,6184,7,0
2825748,23915,4,1
464408,23604,4,0
2932939,39922,9,1
1498305,11568,14,0
2207796,21376,2,0
2013175,33381,4,1
2534756,5785,2,1
1479450,33143,1,1
2098068,11526,3,0
2480065,34335,10,0
2559979,8518,14,1
1630931,48559,4,1
712453,6104,9,1
522396,27086,10,0
651025,36510,3,1
1208677,35767,1,1
22901,22210,4,1
343485,23219,17,1
1969105,47209,10,1
1090427,13646,2,1
828278,8871,5,0
