order_id,product_id,add_to_cart_order,reordered
1331631,39475,4,1
3029359,21572,3,0
1162696,47209,2,1
791001,45747,1,1
1436489,20119,32,0
756059,10749,17,1
1410148,7751,16,0
655831,23995,16,0
2714186,36651,6,0
1063118,29307,27,0
945074,48527,1,1
3386523,28682,2,0
799783,20955,3,1
115259,5723,5,1
2965431,1399,7,0
1023757,27521,8,0
711893,40706,4,1
282841,4591,22,0
282087,27845,8,1
269177,39275,2,1
1066172,45066,20,0
523023,45571,11,1
2198119,6999,4,0
3323816,10132,8,0
3184226,20574,6,1
336100,8193,9,0
866644,35561,1,0
1073616,4357,5,1
813880,28590,1,0
1201922,24830,2,0
512885,25340,7,1
1299084,4942,2,1
1561258,37067,3,1
1851227,30342,27,0
2329863,8736,2,0
869138,34126,19,1
2832302,1848,2,1
2128607,20468,9,1
600113,42265,20,0
2625155,15649,11,1
1660744,42625,13,0
720625,45965,1,0
1216183,47209,5,1
2534248,21903,11,0
2722623,3550,7,1
2948751,1103,1,1
893572,49683,4,1
1229609,27156,1,1
2422321,37229,39,1
1737250,34050,12,1
2728056,7641,4,1
2355140,24699,3,0
2569736,31343,17,1
397941,22035,7,1
1362594,32864,1,0
2453266,8193,21,1
3256938,45153,2,0
2896281,24852,1,0
2695647,12980,11,0
2293008,18135,5,1
694630,13909,15,0
1068385,34,5,1
1541650,9092,18,0
1426689,21070,10,1
729313,41593,28,0
1398407,18212,1,0
702005,21070,7,0
3337936,40706,6,1
242141,45066,5,0
3351298,41610,4,0
2378736,8239,5,0
1016526,21903,3,1
1265691,21709,3,0
980095,21938,16,1
196888,23165,7,1
1691381,38159,1,0
2054125,42191,6,0
3081757,34126,1,0
2005896,14161,18,0
1963139,49605,7,0
3035932,44683,3,1
2488379,45066,9,0
2334715,6046,9,0
1392865,42964,11,0
1119932,42796,15,0
1893236,23338,6,0
679859,4589,1,0
937830,35951,3,1
3223346,39877,8,1
2226190,47766,2,1
1019625,5077,6,1
2031977,47941,2,1
2831014,2274,12,0
2537029,36493,5,1
600715,10685,1,1
1708972,3339,1,1
1840645,29744,16,1
1368526,3962,4,1
2168209,45200,1,0
1449714,22935,1,0
3182585,33568,2,1
2906451,21227,5,0
2336896,48437,2,0
1192963,8570,3,1
654907,33787,5,0
1742060,26209,4,1
631712,1202,18,1
1635185,39581,13,1
2475902,19005,12,0
2744602,29223,4,1
2788780,34969,2,1
2943209,1940,1,1
1786309,48642,1,1
3150935,27323,12,0
2824626,36929,15,1
1875054,27451,21,1
894754,24852,2,1
1544215,44008,6,0
36025,5047,4,0
2193112,18465,1,0
2909054,31215,7,1
1482357,33919,6,1
2287644,26209,4,0
1877370,16589,4,1
446723,40706,4,0
817405,30962,10,1
1806734,21295,15,0
1779961,48679,3,1
680025,6300,21,0
938814,29447,2,1
29839,49051,6,0
2350943,48057,18,1
2825871,5101,2,0
2920025,6184,2,1
2072834,29315,16,0
213175,34262,2,1
30748,39428,1,1
1106803,27531,8,1
50140,9339,9,0
1503455,44949,9,0
2772028,5539,13,0
342210,47366,4,0
23305,5769,9,1
3142940,19213,5,0
3356914,4377,9,1
3088228,19677,1,1
614530,36690,3,1
263234,28465,3,1
2016079,32939,15,1
1640338,34358,13,1
1822554,7598,3,1
831085,46107,17,1
2287553,33015,3,0
2446496,2450,6,1
2541126,30391,3,1
2856102,17820,6,0
830459,31231,7,0
2523913,49683,18,1
2594796,46822,6,0
3308342,26940,22,1
269284,4799,11,1
980652,7286,7,1
2067170,42828,5,0
1392099,15399,1,1
544661,44632,12,1
1216889,6878,2,1
3040228,31506,11,1
603442,10305,4,1
365191,10236,4,1
3259437,29127,5,1
1533124,37208,3,0
2317509,26427,5,1
2541431,6210,6,0
942637,35887,5,1
805233,34878,28,0
641158,36011,15,1
228796,2183,2,0
2921205,33005,7,0
3392490,49683,11,0
1094867,46709,6,0
2036161,19057,10,1
328187,36342,9,1
2903502,35199,4,1
1871419,5212,18,1
718331,6069,1,1
1510610,30695,3,1
3112918,16797,5,1
3157429,39993,15,0
3266436,16434,9,0
1102735,26088,16,0
893064,20119,19,1
643479,17948,22,0
1871312,43768,4,1
628984,12894,2,1
9347,10749,6,1
1290420,23888,13,1
1845943,40706,6,1
947110,46654,3,1
1946215,11110,4,1
1124818,3634,5,0
3044492,4799,9,1
490477,17962,14,1
1655430,5785,12,1
2261577,20940,1,1
3096646,16349,22,1
2987305,8025,10,1
761830,20255,14,0
891485,5337,9,1
1902770,21903,3,1
1717116,17568,3,1
3279847,21137,1,1
2625808,12564,23,0
1768738,6227,2,1
1163302,13535,3,1
2601804,24964,3,1
3142545,16209,7,0
1415254,27845,9,1
879881,717,2,0
2535662,21573,10,1
2683912,29360,19,0
1375522,13951,6,1
3106029,24852,4,1
496734,39973,10,0
226174,46990,2,1
2931134,19508,8,0
2975771,18908,9,1
171782,5390,2,0
972627,6046,16,1
1058723,27367,24,1
1083491,20280,2,1
661612,45615,5,1
2337328,7746,13,0
1473922,47209,11,1
1550170,31725,8,1
1739905,11499,5,0
1550656,5460,13,0
2040339,21646,1,1
1691664,28373,1,0
1668591,46992,6,0
2163844,24333,13,0
2379862,16756,4,0
2772977,3957,4,1
1881442,23204,18,1
1266219,13828,6,0
3290937,46226,5,1
2218084,28204,10,1
2049128,27344,11,1
842026,11782,26,0
3066107,45965,21,0
1801841,6184,5,1
2814191,11233,7,1
804438,16139,1,0
473029,11182,5,0
3261306,34005,2,0
3189427,21376,7,0
890740,15937,2,0
2872302,22275,2,1
662241,18740,4,0
819423,28476,15,0
2231087,38739,6,1
2697330,46149,1,1
1435963,6052,2,1
1130927,38002,7,0
2028851,12719,5,0
1717582,14875,4,1
1960342,31717,3,0
1520212,27521,13,1
1673093,22935,6,1
1178029,8580,9,1
2642836,39581,12,0
1005609,29526,8,0
2694278,40817,14,0
933919,10613,5,1
2441664,7677,3,1
3019990,44142,1,0
103266,23715,22,0
488935,47209,1,1
1862304,45007,4,0
1869718,10031,2,1
3262067,21314,13,1
2516209,34197,12,1
1095806,11422,6,1
398589,11422,5,1
3071350,18557,12,0
3018705,41068,18,0
2671257,5479,15,0
532711,17794,2,1
3331081,31575,9,0
3292431,45840,1,1
1007228,41950,5,0
1620341,12283,17,0
2960922,10126,6,1
230474,31433,18,0
799699,35561,10,1
1618384,40571,1,1
2886602,10768,5,1
2447969,36550,4,1
318067,38164,9,1
3351101,35199,16,1
222327,5922,3,0
1572772,8277,11,1
3385229,5876,4,0
3315201,10568,5,1
497949,4957,12,1
1767117,48339,1,0
3420838,26165,2,1
835609,28450,15,0
700225,41329,1,0
1811914,27744,4,0
257373,35400,23,1
1732160,17694,6,0
2780744,36099,5,1
1667558,33787,8,1
1302990,5134,35,1
2783583,18362,7,0
3405555,46667,20,0
1100819,18070,3,0
1849321,45007,9,1
1786528,48679,18,1
1285769,13802,2,0
1209462,48805,6,1
2173933,3143,9,0
1649897,26369,3,0
470033,39411,20,1
1538579,33087,7,0
1112841,49683,2,0
2990997,4210,7,1
944411,11777,3,0
760714,21298,26,0
2656145,46521,4,1
492193,34335,4,0
1683417,42701,17,1
598476,34358,7,0
445985,44912,7,0
2492796,13650,7,1
427679,24184,14,1
1537732,37276,3,1
3252370,47144,2,1
2057725,40706,4,1
2477452,47766,3,1
2063370,43697,2,0
2766821,24097,10,1
961323,37687,3,1
2523913,19519,35,0
577017,46490,8,0
2302487,47766,2,1
402911,48486,10,1
1367614,26283,3,0
1690674,46979,9,1
760648,33731,12,1
448993,26604,17,1
2879325,21903,1,1
2448570,22935,15,1
1718951,20876,5,0
2423757,49191,8,1
904648,45223,6,1
2999148,29987,5,0
3308487,38277,15,1
513723,14421,14,0
225756,48559,11,1
652704,42445,3,1
2008811,23165,8,1
3272727,19828,1,1
225997,16185,5,1
3323142,26223,4,1
2267348,42637,3,1
1296345,8490,21,1
3208314,24852,6,1
2404232,44359,13,1
1294267,2480,29,0
93319,17794,6,1
949981,3481,22,1
2916861,10528,8,1
247693,8277,6,1
3294210,44479,7,1
1439964,24852,5,1
1088348,5491,11,1
593584,27172,2,0
2714242,14488,6,1
2906083,22825,5,1
1595317,37646,6,1
2788197,38896,2,0
1729369,10132,15,1
2064042,5450,8,1
3012205,13512,15,0
1260523,31113,6,0
913194,19816,9,0
605835,21425,1,0
2691681,47626,1,0
2153300,13083,12,1
2831110,43324,15,0
1955123,19376,36,1
1721198,36117,9,1
786609,48171,5,0
2986729,16414,2,0
1638433,21376,15,1
601859,25659,7,1
1270640,35383,11,1
2541126,42342,6,1
595064,2314,23,0
17524,33468,1,1
2114932,49260,3,1
3093573,5077,6,0
1104103,27104,8,1
2936984,25272,4,1
3291270,25108,5,0
1350364,5451,8,1
1815618,28241,12,0
12784,33720,3,1
656642,37570,9,1
1632930,17616,17,1
3404644,35050,9,0
3365226,31343,18,0
2552437,35951,5,0
421965,43686,15,1
3172813,12069,7,1
3267385,38689,8,0
3113829,22935,18,1
1097525,43352,25,1
1603150,21010,22,0
3417211,41276,2,1
373590,46088,10,0
675931,13176,6,1
2718809,9934,5,1
175140,37687,6,0
1778427,37646,4,1
1097015,11005,3,1
3082628,9598,11,1
867570,1712,24,1
1288188,13176,23,1
1943537,26810,25,1
1004877,32478,1,1
2933756,22474,7,0
3361255,23388,18,1
469575,43961,6,0
1405652,48370,7,1
1540636,8022,5,1
554031,11477,20,1
1341293,16283,5,1
2142382,10121,1,0
3090246,37335,18,0
2114563,24964,19,0
1077966,19894,19,1
695774,3849,5,0
2951312,27966,2,1
1556414,10070,11,1
978825,47759,5,1
1760880,11408,7,1
14096,17836,1,0
3076137,31915,10,0
2145598,8048,3,1
60195,16408,3,1
2566239,42701,10,1
79749,14881,12,1
3290082,358,21,0
1077165,33493,8,1
2910711,9124,4,0
3402493,22124,7,1
868131,35042,7,0
777554,27392,25,0
1224099,32734,10,0
1362613,28156,2,1
310336,35547,13,1
727470,1025,2,1
1804654,4799,7,0
2327147,18232,1,0
1846923,16797,4,1
2490854,17948,22,1
488644,38622,4,0
3087841,5206,8,0
2093951,43389,44,0
1469413,18370,14,0
3379136,37646,4,1
431815,45535,1,0
3185392,21903,3,1
3040163,25503,1,1
2749939,27966,2,0
2563279,9432,9,0
1151763,43961,2,1
1937142,22825,13,0
1364238,15610,10,0
2677877,35815,1,1
110687,22935,1,0
1424807,15503,3,0
1519194,2732,3,1
2200252,24852,8,1
1045553,16797,6,1
1142017,43768,12,0
212368,23909,2,1
1512731,4947,18,1
2387703,23499,7,0
2316600,46962,11,0
830954,691,9,1
682107,8277,8,1
1692978,19173,3,1
2668127,18090,11,1
3004324,21616,10,1
1192894,36326,3,0
1942251,33787,6,1
760695,41220,23,0
834755,3142,13,0
1451591,1700,13,1
283050,39275,1,1
2803395,22825,9,0
607641,3544,10,0
2418638,36897,8,1
518856,21195,1,1
991122,11481,5,1
3336840,8277,5,0
2065100,24852,3,1
2360915,45896,7,0
885756,48204,9,0
1922714,30430,4,1
2835036,3413,21,1
2902756,18027,11,1
3015663,6740,8,1
1285370,1940,4,1
1864242,33232,7,1
2571782,35935,4,1
1865509,24850,5,1
135477,40046,12,0
1948385,40734,3,0
2108665,23432,8,1
2530893,9808,1,1
820303,30233,2,0
196208,47209,14,1
2176256,4447,5,1
1172036,49570,20,1
2518695,22124,19,1
2660949,46138,14,1
226156,19261,6,0
302020,29937,5,1
2479763,21705,18,0
141891,16616,8,0
2950146,28782,20,0
1206692,47766,7,1
2082355,35383,19,1
1331985,30252,8,1
450072,130,4,1
850538,44702,5,0
2351072,8727,6,1
1184577,2750,31,0
150015,30095,10,1
1612946,38222,5,1
2435512,27845,13,0
3119021,9229,1,0
1570195,46627,3,1
807125,11365,1,1
1269812,22035,4,1
2834058,2314,8,1
1245798,28598,11,1
1381661,26283,1,1
2667031,28849,14,0
1869192,16825,4,0
2081939,42342,2,1
1611593,18599,9,1
2322248,25931,4,1
2842076,8812,6,0
1794943,13176,12,0
1184270,26282,4,0
1425055,4277,6,0
2339049,22124,13,0
2985002,9739,12,1
2628277,16185,16,0
1015479,30776,2,1
1607067,18498,14,1
802568,47167,14,1
2330892,28521,2,1
1455414,14112,3,0
2044200,11262,4,0
2444601,46979,1,1
948260,13176,4,1
2652322,11422,2,1
2018838,22640,5,0
596850,28851,4,0
1048954,26911,3,0
2869314,7615,1,1
1500436,41950,10,1
3056568,38847,16,0
119136,16387,5,1
1222537,46505,8,0
388564,16215,3,0
1052087,32467,5,0
515825,30489,2,0
1062984,42028,1,1
1594389,26282,2,1
2265304,21903,3,1
69145,34969,6,1
2832572,34969,3,1
1148602,2830,2,1
401625,24269,1,1
2893846,18891,12,0
235587,47626,2,0
2635814,19678,7,1
2442676,23734,5,0
1922205,17720,15,0
750647,28985,20,1
2119197,24964,8,0
1875421,48848,7,1
795694,45007,12,1
3066197,4605,17,0
2057596,40032,27,1
2163676,10246,8,0
1582113,27548,9,1
319422,19663,12,0
3392716,43961,6,0
2395472,21051,7,0
2997291,33787,2,1
1088259,20670,2,0
2335363,3583,2,1
2614518,27845,21,0
3169457,37646,15,1
1536939,32734,22,0
2228183,40790,4,1
1416408,24964,4,1
1603150,32175,18,1
3273431,21137,8,1
921914,38452,12,0
2705982,27521,3,1
3342161,24852,3,1
494658,33120,4,1
868221,33731,12,1
1284366,19019,3,1
513813,25837,15,0
1007950,12732,6,1
453760,13640,7,0
1841044,28842,22,0
482564,37330,2,1
1503000,20114,6,0
3292996,31215,4,1
446099,4982,9,1
1245272,8087,11,1
379568,25686,6,0
1991426,24542,11,1
3267472,5578,2,1
3227305,26497,9,1
654281,21137,6,1
2594612,16906,2,1
2925211,37250,7,1
1105807,9639,9,1
529050,44632,12,1
116933,35108,12,1
3234571,15937,1,1
3069108,21903,17,0
394534,44987,11,1
1142149,35140,2,1
1491903,31506,9,0
3321740,23734,12,1
1059509,38281,9,1
3097047,48226,4,0
1235697,46088,7,0
3296293,26898,2,1
947749,33352,14,0
2522187,16464,30,0
368352,3464,1,1
1402638,19488,1,0
2634773,11005,3,1
986402,27573,28,1
1980016,1112,1,1
1042770,43324,16,1
944074,48775,6,0
1587801,42936,1,1
1048468,5606,5,0
1295944,27845,2,1
1605856,16974,3,0
325328,30142,1,1
1031577,27179,13,1
284889,21137,16,1
3123955,34160,6,1
838485,28928,13,0
3397456,47873,2,0
1056015,8518,6,0
3331447,45541,1,0
2660651,38003,17,0
1077511,5818,5,1
2775264,26209,10,1
14131,42265,1,1
2943924,952,7,0
155846,21043,4,1
2313642,41198,3,0
1737595,26604,7,0
2628988,49683,3,1
2698199,13329,9,1
2787748,30170,1,1
2720017,14165,4,0
17524,22260,8,1
3200146,11128,19,0
2030560,27243,18,0
647830,26209,14,1
2584862,26940,21,1
1501203,22677,1,1
2544541,21330,4,1
670138,48697,1,0
3023872,39409,9,0
742696,43789,23,1
1067186,3310,6,0
377973,18211,1,0
1102746,19204,8,1
1832066,21137,9,1
2675855,40706,19,0
1937934,23362,4,0
1707551,11422,6,1
3049838,2825,6,1
1631808,17948,11,1
2811324,4792,7,1
818759,27156,8,1
2668584,47144,2,1
95628,40516,2,1
2248799,39218,8,1
2100328,36085,1,0
2318470,31717,13,1
1267497,17836,5,0
319127,31506,28,0
2662383,9598,11,1
1314760,5652,14,1
450318,26521,19,0
1555716,25332,3,0
357960,1729,1,1
3033500,22825,2,1
391396,2078,10,0
444171,8277,2,1
2753888,25890,23,1
2819990,33457,14,0
1037281,24231,3,1
2009352,29898,7,0
2677670,8277,1,1
2566235,27336,2,0
3073446,34050,8,0
3053220,42411,7,1
1676652,3265,1,1
1955525,18926,5,1
888650,28373,7,0
2179104,18531,2,0
1535244,47977,3,1
337011,2752,3,1
3090699,16759,11,0
694837,31727,12,0
3080841,42445,13,0
1494561,19146,16,0
336388,10504,1,0
1244721,13951,7,0
2362217,581,10,0
2612538,8518,2,1
1292206,5819,16,1
1902287,3893,12,0
507052,41787,11,1
1719251,43122,8,0
1785943,9327,13,0
197022,40706,2,1
240910,5080,12,0
1044893,13980,10,1
3415191,6647,11,1
2403591,20119,4,1
1919111,35561,2,1
568991,46045,6,0
2350994,32655,2,0
593568,27235,1,0
1936477,12135,21,1
3211924,42356,4,1
2219388,15200,6,0
424209,29084,1,1
1185538,130,8,1
114500,7225,6,0
1349812,13176,10,1
74516,46129,10,1
1531263,44234,3,1
965995,2732,2,0
1033813,40268,3,1
2630931,38185,5,0
2303563,15892,14,1
2662083,8988,23,0
3193884,5456,21,0
208277,28741,5,0
2700194,38456,14,0
243355,6383,5,1
1310699,46902,1,1
734749,30450,12,0
396787,41588,6,1
779018,8277,4,0
2215939,48255,3,0
3069327,21376,1,0
628977,40706,10,1
1457529,46332,4,1
2645635,30950,7,0
100038,5884,2,1
3064762,13885,28,0
125306,21137,7,1
10366,14126,4,0
2564285,44053,10,1
2702398,7350,4,0
2717400,18599,3,1
2229998,44641,14,0
546815,48628,12,1
551902,32959,9,1
457955,47953,10,0
870130,11782,3,0
2370520,4086,2,0
2835189,4967,11,1
140373,45364,23,1
478103,39448,3,0
1198215,4808,28,0
2528077,397,10,1
1558916,39170,13,1
686691,27845,1,1
512128,25919,11,0
1070790,14897,4,1
3352337,18286,14,0
334012,22720,15,1
2316629,23805,20,1
3030665,2579,5,1
3271050,2581,10,1
2815645,34429,3,1
1480385,30489,3,1
657351,35851,5,0
2081356,15591,35,0
1065736,21573,4,1
1290843,47209,2,1
572300,26369,5,1
3357144,22825,11,0
206018,32079,3,1
128505,31433,2,1
892890,32134,8,1
131201,38562,9,1
101309,40604,3,1
1753671,25146,12,1
2824937,24102,5,1
2984516,11782,6,1
3091729,23537,20,0
298422,40063,6,1
2295510,35336,4,1
2122582,45445,8,0
275012,24082,12,0
776497,38490,2,1
1244232,196,1,1
1201543,7676,8,1
3035165,5450,4,1
299348,35725,4,0
1130693,44570,5,1
1711425,43789,7,1
388478,24852,21,1
1091712,45763,5,0
1766911,21150,3,1
2869209,14168,4,1
1641613,42736,22,0
609936,121,19,1
980095,6873,5,0
1482294,21903,1,1
131018,42450,5,0
1855003,13716,7,1
1976116,31964,3,0
790919,13870,2,0
3240853,44449,2,1
2830613,18382,7,0
1454189,30391,4,0
1557493,28985,31,1
1413359,36524,9,0
3250116,21288,5,1
2547008,45443,4,1
1432924,5876,8,1
1368109,24184,5,0
2203857,31553,3,1
1410036,30233,7,0
1727053,44085,3,0
2853893,15831,1,1
52272,4932,14,1
831085,34262,14,1
3394650,16145,10,1
615942,18281,3,0
2558666,14637,5,1
3346271,13176,5,1
952338,7021,14,0
2581480,48523,10,0
1094312,15981,3,1
3123142,34358,11,1
873388,27801,10,1
3349186,32230,3,0
582488,15138,6,0
543803,40396,2,1
3080776,40847,20,0
3004671,4472,1,1
1379512,11068,10,0
3183244,8512,6,0
2967589,38205,9,0
2988898,9177,26,1
1068649,24852,1,1
3282222,35752,11,0
2103187,30489,12,0
1370095,22827,6,0
2952266,47114,9,0
2068407,38444,4,1
501347,33731,28,0
2149409,29628,6,0
3381454,19678,4,1
225180,26604,18,0
743520,36092,1,0
317308,46041,2,1
2219313,49683,6,1
375914,29487,3,1
2939345,31717,11,1
120553,21288,8,1
1387420,34720,23,0
3308226,40604,3,1
1847428,21903,5,0
2287261,22234,11,0
2147647,45441,9,0
9020,8138,8,0
2304192,31654,5,1
1122621,6046,10,1
361313,38293,18,0
1067319,35199,15,1
2826396,21485,8,0
1511495,20127,6,1
451359,9836,5,1
1963680,31506,3,1
3064461,890,5,1
1765304,18110,4,0
462591,44014,10,1
2324197,40825,30,1
130970,33572,14,1
2235852,6328,15,1
3158451,31215,7,1
2848853,6748,19,0
3105363,24852,1,1
3119678,9666,8,1
2811146,47662,21,1
2609952,14084,4,1
16445,12099,4,1
1731548,43087,6,0
3144949,5451,6,1
68871,38777,15,1
2238746,10005,18,1
2508567,12204,4,0
2572050,1559,1,1
28592,34282,18,0
1187964,41596,8,1
477376,35951,8,1
1142482,28506,3,0
2143572,43352,2,1
3056758,2535,16,0
23901,42495,17,0
2530992,196,3,0
2103147,29473,2,0
2400671,1516,1,1
3267377,19828,3,1
1858392,43448,4,0
1955763,22142,1,0
435096,273,7,0
2248575,46562,1,0
2667031,13535,13,0
859173,36278,6,0
3369008,45190,2,1
1191221,24852,4,1
801174,23951,8,1
2038083,7559,6,0
3342323,46505,15,1
1944229,30771,8,1
2519229,7762,8,1
374252,47058,18,1
3361716,43279,2,0
2411722,37766,8,1
3081446,36994,29,1
1805081,36790,3,0
1871202,21903,2,1
2415618,17341,4,0
2642942,21137,3,1
1568032,5514,3,1
2894916,38444,3,1
1316062,44636,10,1
2397243,41003,5,0
2814420,30391,5,0
2649390,30382,14,1
1155946,18963,7,0
1852710,2568,4,0
2547369,33000,7,1
3342065,13829,12,0
1446179,24810,2,0
3385371,26209,13,0
2417971,44560,6,1
2603618,39794,3,0
2601521,35951,4,1
3280812,42265,13,0
3337287,329,3,1
1092633,40571,4,1
2398831,37096,8,0
1379223,21572,2,1
2756242,13517,1,1
1514125,6719,7,0
570401,18465,8,1
2895698,19678,5,1
2073196,19220,11,1
2767987,12493,4,0
2212734,29487,8,0
1962195,47734,10,0
11283,40203,19,0
924402,42265,7,1
2746690,28511,4,1
636403,5890,2,0
119525,35561,3,0
2495246,22260,16,0
2046229,24299,8,0
132240,10749,3,0
622484,13755,7,1
868327,44728,14,1
3169725,38159,11,1
584253,15359,9,0
2990837,37646,4,0
1106004,47626,3,1
1645597,8516,10,1
90603,43295,9,0
3062021,19678,9,0
2822870,44359,3,0
3168094,19894,1,0
1489736,5077,8,1
1163834,17948,7,0
3254626,30480,4,0
1732989,49215,16,0
896873,26759,4,0
147132,40311,4,1
3352712,29503,1,1
354168,25647,12,0
592158,30233,2,0
56981,21903,8,1
366302,34943,5,1
501598,46990,8,0
497752,16154,4,1
362736,7021,9,1
1438901,8138,1,1
1906849,5989,9,1
2058842,29987,6,1
2821150,32338,12,1
155242,45066,7,1
3350741,42557,17,0
3381330,4945,1,1
1768616,43100,2,0
325227,14197,2,0
3198938,12935,13,0
2644340,20720,8,0
2281370,12118,3,1
2379373,45682,4,1
79960,31727,4,1
792759,22504,2,0
1378035,41950,3,1
2800779,28634,3,0
1228646,26427,5,1
941695,10749,4,1
49136,27599,9,1
621787,23236,15,0
2665388,20114,28,0
3214549,24952,1,1
9273,22218,32,0
2197178,16797,31,1
571631,22451,5,1
3370883,3479,2,0
2877811,23650,6,1
510803,17616,17,1
2362577,5876,7,1
2866842,6141,18,1
654889,32655,9,1
3267385,34458,16,0
1555697,35951,3,1
2870686,37418,7,1
1768738,11005,8,1
679242,14493,16,1
1988526,34934,9,1
597155,21292,4,1
1090422,28156,13,1
2321483,48957,5,0
392497,45177,9,1
1777568,24852,2,1
855139,28278,10,1
3076976,22825,13,0
3084870,10702,7,1
2136204,39877,18,1
53901,16185,6,1
1166260,49520,6,1
3389469,33768,1,0
330034,19625,5,1
2605263,42257,5,0
745963,25588,8,0
282220,12955,14,0
3038966,32566,2,1
1997356,45208,22,1
2081356,46709,34,1
2998073,2825,5,1
1140548,21903,10,1
2868167,20995,20,0
554095,34668,11,1
2706593,41593,5,0
2175735,17122,5,1
